LHO.IDN,LHO.KUT,LHO.DHH,LHO.HME,LHO.W1,LHO.W2,LHO.W3,LHO.FCP,LHO.VER,LHO.OUM,LHO.CCK,LHO.FVL,LHO.OH245,LHO.OH145,LHO.OH230,LHO.OH130,LHO.OH115,LHO.OH215,LHO.OH200,LHO.OH100,LHO.DVL100,LHO.DVL115,LHO.DVL130,LHO.DVL145,LHO.DVL200,LHO.DVL215,LHO.DVL230,LHO.DVL245,LHO.DHT
001E,055F63,2018090412,1200,53.34,10,55.44,E,1,H,80,V,102,624,136,682,693,136,126,668,0,0,0,0,0,0,0,0,2018090418
001E,055F63,2018090413,1300,43.04,7.54,49.04,E,1,H,80,V,88,495,111,571,613,97,81,473,0,0,0,0,0,0,0,0,2018090419
001E,055F63,2018090414,1400,37.36,6.56,41.92,E,1,H,80,V,75,443,68,447,454,85,100,524,0,0,0,0,0,0,0,0,2018090420
001E,055F63,2018090415,1500,48.26,8.38,51.76,E,1,H,80,V,122,647,102,567,616,109,86,583,0,0,0,0,0,0,0,0,2018090421
001E,055F63,2018090416,1600,51.68,8.9,53.44,E,1,H,80,V,108,632,95,619,665,122,120,668,0,0,0,0,0,0,0,0,2018090422
001E,055F63,2018090417,1700,52.94,10.24,57.92,E,1,H,80,V,115,646,152,708,569,88,157,724,0,0,0,0,0,0,0,0,2018090423
001E,055F63,2018090418,1800,44.86,10.18,57.92,E,1,H,80,V,113,458,96,497,724,174,126,564,0,0,0,0,0,0,0,0,2018090500
001E,055F63,2018090419,1900,38.68,7.66,41.04,E,1,H,80,V,93,456,116,513,497,91,83,468,0,0,0,0,0,0,0,0,2018090501
001E,055F63,2018090420,2000,27.14,4.8,40.72,E,1,H,80,V,42,283,41,281,509,106,51,284,0,0,0,0,0,0,0,0,2018090502
001E,055F63,2018090421,2100,18.76,3.6,21.2,E,1,H,80,V,47,210,45,203,265,43,45,260,0,0,0,0,0,0,0,0,2018090503
001E,055F63,2018090422,2200,19.46,3.98,22.88,E,1,H,80,V,49,243,50,286,253,49,51,191,0,0,0,0,0,0,0,0,2018090504
001E,055F63,2018090423,2300,6.44,1.58,7.2,E,1,H,80,V,20,80,20,78,90,20,19,74,0,0,0,0,0,0,0,0,2018090505
001E,055F63,2018090424,2400,6.22,1.66,6.32,E,1,H,80,V,22,78,23,79,75,19,19,79,0,0,0,0,0,0,0,0,2018090506
001E,055F63,2018090501,0100,6.74,1.84,8.4,E,1,H,80,V,19,76,20,78,78,21,32,105,0,0,0,0,0,0,0,0,2018090507
001E,055F63,2018090502,0200,6.42,1.68,7.2,E,1,H,80,V,20,78,19,75,90,23,22,78,0,0,0,0,0,0,0,0,2018090508
001E,055F63,2018090503,0300,6.24,1.68,6.4,E,1,H,80,V,20,76,20,79,77,21,23,80,0,0,0,0,0,0,0,0,2018090509
001E,055F63,2018090504,0400,6.6,1.98,7.2,E,1,H,80,V,23,78,25,85,77,22,29,90,0,0,0,0,0,0,0,0,2018090510
001E,055F63,2018090505,0500,6.28,1.82,6.88,E,1,H,80,V,23,76,20,75,86,26,22,77,0,0,0,0,0,0,0,0,2018090511
001E,055F63,2018090506,0600,11.6,1.9,28.08,E,1,H,80,V,21,76,20,77,76,20,34,351,0,0,0,0,0,0,0,0,2018090512
001E,055F63,2018090507,0700,33.72,6.18,36,E,1,H,80,V,70,403,96,398,450,69,74,435,0,0,0,0,0,0,0,0,2018090513
001E,055F63,2018090508,0800,31.44,5.16,34,E,1,H,80,V,82,425,52,344,415,74,50,388,0,0,0,0,0,0,0,0,2018090514
001E,055F63,2018090509,0900,47.64,8.26,52.48,E,1,H,80,V,113,656,71,564,540,105,124,622,0,0,0,0,0,0,0,0,2018090515
001E,055F63,2018090510,1000,55.54,11.12,59.04,E,1,H,80,V,130,670,146,707,662,115,165,738,0,0,0,0,0,0,0,0,2018090516
001E,055F63,2018090511,1100,56.04,13.02,59.76,E,1,H,80,V,167,713,187,747,679,139,158,663,0,0,0,0,0,0,0,0,2018090517
001E,055F63,2018090512,1200,57.22,11.5,58.72,E,1,H,80,V,145,723,139,710,734,169,122,694,0,0,0,0,0,0,0,0,2018090518
001E,055F63,2018090513,1300,47.42,10.68,59.52,E,1,H,80,V,109,456,131,646,744,159,135,525,0,0,0,0,0,0,0,0,2018090519
001E,055F63,2018090514,1400,38.72,9.12,40.56,E,1,H,80,V,135,507,116,488,465,98,107,476,0,0,0,0,0,0,0,0,2018090520
001E,055F63,2018090515,1500,43.98,10.82,46.96,E,1,H,80,V,109,506,168,587,524,122,142,582,0,0,0,0,0,0,0,0,2018090521
001E,055F63,2018090516,1600,50.52,10.9,54.96,E,1,H,80,V,137,672,131,598,569,128,149,687,0,0,0,0,0,0,0,0,2018090522
001E,055F63,2018090517,1700,55.24,12.58,58.72,E,1,H,80,V,155,734,150,666,707,178,146,655,0,0,0,0,0,0,0,0,2018090523
001E,055F63,2018090518,1800,47.86,11.36,55.68,E,1,H,80,V,112,513,168,696,630,140,148,554,0,0,0,0,0,0,0,0,2018090600
001E,055F63,2018090519,1900,44.22,10.18,48.72,E,1,H,80,V,138,566,144,609,497,106,121,539,0,0,0,0,0,0,0,0,2018090601
001E,055F63,2018090520,2000,37.22,8.54,44.24,E,1,H,80,V,101,475,92,401,553,136,98,432,0,0,0,0,0,0,0,0,2018090602
001E,055F63,2018090521,2100,40.06,8.5,43.76,E,1,H,80,V,103,511,115,547,536,117,90,409,0,0,0,0,0,0,0,0,2018090603
001E,055F63,2018090522,2200,25.26,5.48,34.08,E,1,H,80,V,59,252,92,426,376,75,48,209,0,0,0,0,0,0,0,0,2018090604
001E,055F63,2018090523,2300,6.48,1.36,6.96,E,1,H,80,V,17,87,16,77,82,19,16,78,0,0,0,0,0,0,0,0,2018090605
001E,055F63,2018090524,2400,6.2,1.34,6.24,E,1,H,80,V,19,78,16,78,76,15,17,78,0,0,0,0,0,0,0,0,2018090606
001E,055F63,2018090601,0100,6.5,1.56,7.6,E,1,H,80,V,16,77,17,77,95,30,15,76,0,0,0,0,0,0,0,0,2018090607
001E,055F63,2018090602,0200,6.06,1.22,6.08,E,1,H,80,V,15,75,17,76,76,15,14,76,0,0,0,0,0,0,0,0,2018090608
001E,055F63,2018090603,0300,5.96,1.2,6.08,E,1,H,80,V,15,75,15,74,76,16,14,73,0,0,0,0,0,0,0,0,2018090609
001E,055F63,2018090604,0400,6.24,1.38,7.44,E,1,H,80,V,13,73,15,77,93,28,13,69,0,0,0,0,0,0,0,0,2018090610
001E,055F63,2018090605,0500,5.88,1.2,6,E,1,H,80,V,14,71,16,75,73,15,15,75,0,0,0,0,0,0,0,0,2018090611
001E,055F63,2018090606,0600,10.74,1.4,25.36,E,1,H,80,V,16,73,15,77,70,12,27,317,0,0,0,0,0,0,0,0,2018090612
001E,055F63,2018090607,0700,40.46,7,41.84,E,1,H,80,V,101,523,102,507,501,76,71,492,0,0,0,0,0,0,0,0,2018090613
001E,055F63,2018090608,0800,41.24,6.8,43.2,E,1,H,80,V,86,530,66,464,528,93,95,540,0,0,0,0,0,0,0,0,2018090614
001E,055F63,2018090609,0900,54.5,10.22,60.48,E,1,H,80,V,120,622,171,756,644,94,126,703,0,0,0,0,0,0,0,0,2018090615
001E,055F63,2018090610,1000,55.7,12.88,60.48,E,1,H,80,V,155,706,119,632,691,146,224,756,0,0,0,0,0,0,0,0,2018090616
001E,055F63,2018090611,1100,53.96,13.5,59.2,E,1,H,80,V,135,634,171,645,679,160,209,740,0,0,0,0,0,0,0,0,2018090617
001E,055F63,2018090612,1200,52.1,12.2,55.28,E,1,H,80,V,182,691,159,679,565,126,143,670,0,0,0,0,0,0,0,0,2018090618
001E,055F63,2018090613,1300,55.08,13.78,61.12,E,1,H,80,V,152,625,166,682,764,187,184,683,0,0,0,0,0,0,0,0,2018090619
001E,055F63,2018090614,1400,50.5,11.4,53.36,E,1,H,80,V,131,609,163,667,610,143,133,639,0,0,0,0,0,0,0,0,2018090620
001E,055F63,2018090615,1500,52.12,11.78,54.32,E,1,H,80,V,184,679,125,617,679,151,129,631,0,0,0,0,0,0,0,0,2018090621
001E,055F63,2018090616,1600,57.04,13.12,63.28,E,1,H,80,V,114,603,159,711,791,195,188,747,0,0,0,0,0,0,0,0,2018090622
001E,055F63,2018090617,1700,64.78,15.12,71.76,E,1,H,80,V,146,743,226,897,782,184,200,817,0,0,0,0,0,0,0,0,2018090623
001E,055F63,2018090618,1800,55.7,13,59.76,E,1,H,80,V,176,700,169,747,715,163,142,623,0,0,0,0,0,0,0,0,2018090700
001E,055F63,2018090619,1900,51.32,12.42,56.8,E,1,H,80,V,188,710,112,561,644,151,170,651,0,0,0,0,0,0,0,0,2018090701
001E,055F63,2018090620,2000,44.78,11.34,49.84,E,1,H,80,V,132,517,135,570,623,161,139,529,0,0,0,0,0,0,0,0,2018090702
001E,055F63,2018090621,2100,41.8,11.56,43.92,E,1,H,80,V,138,533,141,492,516,136,163,549,0,0,0,0,0,0,0,0,2018090703
001E,055F63,2018090622,2200,27.38,7.82,36.72,E,1,H,80,V,86,286,133,459,443,124,48,181,0,0,0,0,0,0,0,0,2018090704
001E,055F63,2018090623,2300,11.44,4.28,12.16,E,1,H,80,V,55,142,54,139,152,52,53,139,0,0,0,0,0,0,0,0,2018090705
001E,055F63,2018090624,2400,11.72,4.7,12.72,E,1,H,80,V,56,141,54,141,159,69,56,145,0,0,0,0,0,0,0,0,2018090706
001E,055F63,2018090701,0100,11.36,4.48,11.44,E,1,H,80,V,56,142,55,140,143,57,56,143,0,0,0,0,0,0,0,0,2018090707
001E,055F63,2018090702,0200,11.54,4.5,12.64,E,1,H,80,V,55,141,63,158,138,53,54,140,0,0,0,0,0,0,0,0,2018090708
001E,055F63,2018090703,0300,11.1,4.16,11.28,E,1,H,80,V,52,141,54,139,136,49,53,139,0,0,0,0,0,0,0,0,2018090709
001E,055F63,2018090704,0400,11.3,4.36,11.52,E,1,H,80,V,53,140,53,140,141,55,57,144,0,0,0,0,0,0,0,0,2018090710
001E,055F63,2018090705,0500,12.14,4.84,12.8,E,1,H,80,V,63,159,52,137,160,66,61,151,0,0,0,0,0,0,0,0,2018090711
001E,055F63,2018090706,0600,12.62,4.24,16.4,E,1,H,80,V,56,143,54,143,140,52,50,205,0,0,0,0,0,0,0,0,2018090712
001E,055F63,2018090707,0700,39.28,10.52,49.6,E,1,H,80,V,135,454,149,457,620,141,101,433,0,0,0,0,0,0,0,0,2018090713
001E,055F63,2018090708,0800,38.14,9.84,41.04,E,1,H,80,V,105,446,117,465,483,126,144,513,0,0,0,0,0,0,0,0,2018090714
001E,055F63,2018090709,0900,47.06,10.5,48.48,E,1,H,80,V,165,601,132,582,606,110,118,564,0,0,0,0,0,0,0,0,2018090715
001E,055F63,2018090710,1000,50.8,12.44,53.12,E,1,H,80,V,160,602,141,623,664,168,153,651,0,0,0,0,0,0,0,0,2018090716
001E,055F63,2018090711,1100,51.14,13.32,54.16,E,1,H,80,V,196,677,157,625,586,132,181,669,0,0,0,0,0,0,0,0,2018090717
001E,055F63,2018090712,1200,55.74,13.66,57.52,E,1,H,80,V,152,677,171,695,719,166,194,696,0,0,0,0,0,0,0,0,2018090718
001E,055F63,2018090713,1300,53.48,14.76,61.76,E,1,H,80,V,171,624,186,708,772,226,155,570,0,0,0,0,0,0,0,0,2018090719
001E,055F63,2018090714,1400,44.02,10.42,46.8,E,1,H,80,V,133,585,138,545,507,112,138,564,0,0,0,0,0,0,0,0,2018090720
001E,055F63,2018090715,1500,49.32,11.42,52.16,E,1,H,80,V,159,652,124,584,616,142,146,614,0,0,0,0,0,0,0,0,2018090721
001E,055F63,2018090716,1600,48.82,10.08,55.52,E,1,H,80,V,129,629,153,694,551,118,104,567,0,0,0,0,0,0,0,0,2018090722
001E,055F63,2018090717,1700,49.2,11.58,51.12,E,1,H,80,V,134,629,136,574,618,141,168,639,0,0,0,0,0,0,0,0,2018090723
001E,055F63,2018090718,1800,43.26,11.12,49.36,E,1,H,80,V,130,521,143,515,617,161,122,510,0,0,0,0,0,0,0,0,2018090800
001E,055F63,2018090719,1900,40.6,9.48,45.76,E,1,H,80,V,91,465,138,572,526,133,112,467,0,0,0,0,0,0,0,0,2018090801
001E,055F63,2018090720,2000,32.5,6.18,35.44,E,1,H,80,V,80,435,74,443,436,86,69,311,0,0,0,0,0,0,0,0,2018090802
001E,055F63,2018090721,2100,29.88,6.12,34.56,E,1,H,80,V,87,432,66,331,326,74,79,405,0,0,0,0,0,0,0,0,2018090803
001E,055F63,2018090722,2200,21.68,5.02,33.04,E,1,H,80,V,67,223,73,362,413,89,22,86,0,0,0,0,0,0,0,0,2018090804
001E,055F63,2018090723,2300,6.08,1.4,6.16,E,1,H,80,V,19,76,19,75,76,17,15,77,0,0,0,0,0,0,0,0,2018090805
001E,055F63,2018090724,2400,5.82,1.28,6,E,1,H,80,V,18,74,16,73,69,13,17,75,0,0,0,0,0,0,0,0,2018090806
001E,055F63,2018090801,0100,6.36,1.6,7.6,E,1,H,80,V,16,74,31,95,74,16,17,75,0,0,0,0,0,0,0,0,2018090807
001E,055F63,2018090802,0200,5.96,1.42,6,E,1,H,80,V,18,75,19,75,75,17,17,73,0,0,0,0,0,0,0,0,2018090808
001E,055F63,2018090803,0300,5.96,1.46,6,E,1,H,80,V,19,75,19,75,73,16,19,75,0,0,0,0,0,0,0,0,2018090809
001E,055F63,2018090804,0400,6.44,1.8,7.6,E,1,H,80,V,19,75,18,76,95,33,20,76,0,0,0,0,0,0,0,0,2018090810
001E,055F63,2018090805,0500,5.98,1.58,6.08,E,1,H,80,V,20,76,19,73,75,19,21,75,0,0,0,0,0,0,0,0,2018090811
001E,055F63,2018090806,0600,6,1.54,6.16,E,1,H,80,V,20,74,20,75,74,18,19,77,0,0,0,0,0,0,0,0,2018090812
001E,055F63,2018090807,0700,10.3,4.08,13.6,E,1,H,80,V,56,129,77,170,132,53,18,84,0,0,0,0,0,0,0,0,2018090813
001E,055F63,2018090808,0800,9.06,2.9,10.16,E,1,H,80,V,30,103,26,97,126,45,44,127,0,0,0,0,0,0,0,0,2018090814
001E,055F63,2018090809,0900,8.24,2.18,10.56,E,1,H,80,V,25,99,46,132,70,6,32,111,0,0,0,0,0,0,0,0,2018090815
001E,055F63,2018090810,1000,10.06,3.46,13.6,E,1,H,80,V,63,170,18,84,126,40,52,123,0,0,0,0,0,0,0,0,2018090816
001E,055F63,2018090811,1100,12.66,5.46,15.44,E,1,H,80,V,50,127,76,167,146,63,84,193,0,0,0,0,0,0,0,0,2018090817
001E,055F63,2018090812,1200,12.7,5.34,15.04,E,1,H,80,V,82,176,55,147,188,81,49,124,0,0,0,0,0,0,0,0,2018090818
001E,055F63,2018090813,1300,5.5,0.68,8.48,E,1,H,80,V,1,58,1,56,106,31,1,55,0,0,0,0,0,0,0,0,2018090819
001E,055F63,2018090814,1400,4.86,0.3,6.24,E,1,H,80,V,0,53,14,78,58,1,0,54,0,0,0,0,0,0,0,0,2018090820
001E,055F63,2018090815,1500,4.5,0.08,4.8,E,1,H,80,V,1,56,1,55,54,0,2,60,0,0,0,0,0,0,0,0,2018090821
001E,055F63,2018090816,1600,4.86,0.32,6.16,E,1,H,80,V,1,56,2,56,77,13,0,54,0,0,0,0,0,0,0,0,2018090822
001E,055F63,2018090817,1700,4.42,0.08,4.48,E,1,H,80,V,1,55,1,56,55,1,1,55,0,0,0,0,0,0,0,0,2018090823
001E,055F63,2018090818,1800,4.86,0.3,6.32,E,1,H,80,V,0,53,1,57,79,13,1,54,0,0,0,0,0,0,0,0,2018090900
001E,055F63,2018090819,1900,4.48,0.1,4.72,E,1,H,80,V,0,55,1,56,59,2,2,54,0,0,0,0,0,0,0,0,2018090901
001E,055F63,2018090820,2000,5.28,0.82,5.76,E,1,H,80,V,11,66,10,70,56,1,19,72,0,0,0,0,0,0,0,0,2018090902
001E,055F63,2018090821,2100,5.68,1.4,5.76,E,1,H,80,V,18,72,18,70,70,15,19,72,0,0,0,0,0,0,0,0,2018090903
001E,055F63,2018090822,2200,5.72,1.4,5.92,E,1,H,80,V,17,70,17,70,74,18,18,72,0,0,0,0,0,0,0,0,2018090904
001E,055F63,2018090823,2300,6,1.6,7.12,E,1,H,80,V,17,70,16,72,89,30,17,69,0,0,0,0,0,0,0,0,2018090905
001E,055F63,2018090824,2400,5.72,1.4,5.84,E,1,H,80,V,19,72,18,70,71,15,18,73,0,0,0,0,0,0,0,0,2018090906
001E,055F63,2018090901,0100,6.04,1.68,7.36,E,1,H,80,V,19,70,18,71,69,16,31,92,0,0,0,0,0,0,0,0,2018090907
001E,055F63,2018090902,0200,5.62,1.38,5.84,E,1,H,80,V,19,73,18,70,70,17,15,68,0,0,0,0,0,0,0,0,2018090908
001E,055F63,2018090903,0300,5.62,1.3,5.68,E,1,H,80,V,16,71,18,71,69,14,17,70,0,0,0,0,0,0,0,0,2018090909
001E,055F63,2018090904,0400,6,1.5,7.28,E,1,H,80,V,27,91,16,72,69,17,15,68,0,0,0,0,0,0,0,0,2018090910
001E,055F63,2018090905,0500,5.48,1.24,5.6,E,1,H,80,V,15,70,15,68,67,16,16,69,0,0,0,0,0,0,0,0,2018090911
001E,055F63,2018090906,0600,5.62,1.32,5.84,E,1,H,80,V,16,70,16,68,73,17,17,70,0,0,0,0,0,0,0,0,2018090912
001E,055F63,2018090907,0700,5.68,1.3,7.04,E,1,H,80,V,29,88,16,71,69,18,2,56,0,0,0,0,0,0,0,0,2018090913
001E,055F63,2018090908,0800,4.3,0.06,4.4,E,1,H,80,V,1,55,0,53,53,1,1,54,0,0,0,0,0,0,0,0,2018090914
001E,055F63,2018090909,0900,4.3,0.04,4.32,E,1,H,80,V,0,54,1,54,53,0,1,54,0,0,0,0,0,0,0,0,2018090915
001E,055F63,2018090910,1000,4.84,0.32,6.24,E,1,H,80,V,1,54,0,54,78,14,1,56,0,0,0,0,0,0,0,0,2018090916
001E,055F63,2018090911,1100,4.48,0.08,4.64,E,1,H,80,V,1,55,0,56,58,2,1,55,0,0,0,0,0,0,0,0,2018090917
001E,055F63,2018090912,1200,4.94,0.38,6.4,E,1,H,80,V,1,56,1,55,80,15,2,56,0,0,0,0,0,0,0,0,2018090918
001E,055F63,2018090913,1300,4.54,0.14,4.64,E,1,H,80,V,3,57,1,56,56,1,2,58,0,0,0,0,0,0,0,0,2018090919
001E,055F63,2018090914,1400,4.96,0.36,6.4,E,1,H,80,V,2,56,1,56,80,14,1,56,0,0,0,0,0,0,0,0,2018090920
001E,055F63,2018090915,1500,4.44,0.06,4.48,E,1,H,80,V,1,56,1,56,54,0,1,56,0,0,0,0,0,0,0,0,2018090921
001E,055F63,2018090916,1600,5,0.32,6.4,E,1,H,80,V,1,56,0,56,80,14,1,58,0,0,0,0,0,0,0,0,2018090922
001E,055F63,2018090917,1700,4.42,0.06,4.48,E,1,H,80,V,0,55,1,56,54,0,2,56,0,0,0,0,0,0,0,0,2018090923
001E,055F63,2018090918,1800,4.94,0.4,6.4,E,1,H,80,V,2,57,1,55,80,15,2,55,0,0,0,0,0,0,0,0,2018091000
001E,055F63,2018090919,1900,4.4,0.08,4.64,E,1,H,80,V,1,53,0,54,58,1,2,55,0,0,0,0,0,0,0,0,2018091001
001E,055F63,2018090920,2000,5.3,0.8,6.4,E,1,H,80,V,10,63,14,80,53,0,16,69,0,0,0,0,0,0,0,0,2018091002
001E,055F63,2018090921,2100,5.78,1.5,5.92,E,1,H,80,V,19,72,20,72,71,16,20,74,0,0,0,0,0,0,0,0,2018091003
001E,055F63,2018090922,2200,6.16,1.68,7.6,E,1,H,80,V,18,70,17,72,71,17,32,95,0,0,0,0,0,0,0,0,2018091004
001E,055F63,2018090923,2300,5.64,1.44,5.76,E,1,H,80,V,19,72,16,70,70,18,19,70,0,0,0,0,0,0,0,0,2018091005
001E,055F63,2018090924,2400,5.78,1.48,6,E,1,H,80,V,19,75,18,69,72,17,20,73,0,0,0,0,0,0,0,0,2018091006
001E,055F63,2018091001,0100,6.22,1.64,7.36,E,1,H,80,V,17,71,30,92,78,18,17,70,0,0,0,0,0,0,0,0,2018091007
001E,055F63,2018091002,0200,5.62,1.3,5.68,E,1,H,80,V,17,70,15,70,70,16,17,71,0,0,0,0,0,0,0,0,2018091008
001E,055F63,2018091003,0300,5.62,1.32,5.84,E,1,H,80,V,15,70,18,73,68,15,18,70,0,0,0,0,0,0,0,0,2018091009
001E,055F63,2018091004,0400,6.06,1.64,7.36,E,1,H,80,V,17,71,16,69,92,30,19,71,0,0,0,0,0,0,0,0,2018091010
001E,055F63,2018091005,0500,5.66,1.3,5.84,E,1,H,80,V,17,70,16,70,70,15,17,73,0,0,0,0,0,0,0,0,2018091011
001E,055F63,2018091006,0600,7.18,1.54,12,E,1,H,80,V,17,71,16,70,68,16,28,150,0,0,0,0,0,0,0,0,2018091012
001E,055F63,2018091007,0700,35.82,7.5,39.52,E,1,H,80,V,121,494,119,424,408,37,98,465,0,0,0,0,0,0,0,0,2018091013
001E,055F63,2018091008,0800,37.96,7.7,42.48,E,1,H,80,V,95,514,72,371,482,106,112,531,0,0,0,0,0,0,0,0,2018091014
001E,055F63,2018091009,0900,40.06,8.16,43.68,E,1,H,80,V,127,546,98,495,482,90,93,480,0,0,0,0,0,0,0,0,2018091015
001E,055F63,2018091010,1000,46.16,10.16,50.64,E,1,H,80,V,96,485,134,633,592,144,134,598,0,0,0,0,0,0,0,0,2018091016
001E,055F63,2018091011,1100,50.18,12.3,57.84,E,1,H,80,V,147,620,146,588,723,203,119,578,0,0,0,0,0,0,0,0,2018091017
001E,055F63,2018091012,1200,56.52,14.08,62.56,E,1,H,80,V,211,782,170,701,653,159,164,690,0,0,0,0,0,0,0,0,2018091018
001E,055F63,2018091013,1300,47.1,12.18,52.48,E,1,H,80,V,136,525,165,637,656,167,141,537,0,0,0,0,0,0,0,0,2018091019
001E,055F63,2018091014,1400,45.26,11.2,49.28,E,1,H,80,V,147,577,124,529,541,137,152,616,0,0,0,0,0,0,0,0,2018091020
001E,055F63,2018091015,1500,50.74,12.1,54.56,E,1,H,80,V,168,681,131,568,682,163,143,606,0,0,0,0,0,0,0,0,2018091021
001E,055F63,2018091016,1600,55.82,14,58.8,E,1,H,80,V,135,642,165,686,728,188,212,735,0,0,0,0,0,0,0,0,2018091022
001E,055F63,2018091017,1700,53.78,12.68,56.88,E,1,H,80,V,175,711,185,693,622,129,145,663,0,0,0,0,0,0,0,0,2018091023
001E,055F63,2018091018,1800,47.56,11.9,54.64,E,1,H,80,V,136,528,153,604,683,166,140,563,0,0,0,0,0,0,0,0,2018091100
001E,055F63,2018091019,1900,44.18,10.72,48.72,E,1,H,80,V,116,546,151,609,527,123,146,527,0,0,0,0,0,0,0,0,2018091101
001E,055F63,2018091020,2000,34.86,8.36,39.36,E,1,H,80,V,92,361,105,448,442,121,100,492,0,0,0,0,0,0,0,0,2018091102
001E,055F63,2018091021,2100,37.06,7.26,39.36,E,1,H,80,V,100,489,77,396,492,97,89,476,0,0,0,0,0,0,0,0,2018091103
001E,055F63,2018091022,2200,27.38,6.04,38.32,E,1,H,80,V,85,302,82,409,479,95,40,179,0,0,0,0,0,0,0,0,2018091104
001E,055F63,2018091023,2300,6.64,1.54,6.96,E,1,H,80,V,18,80,19,81,87,21,19,84,0,0,0,0,0,0,0,0,2018091105
001E,055F63,2018091024,2400,6.62,1.52,6.8,E,1,H,80,V,21,85,19,82,80,17,19,84,0,0,0,0,0,0,0,0,2018091106
001E,055F63,2018091101,0100,6.76,1.76,8.08,E,1,H,80,V,19,80,33,101,80,18,18,77,0,0,0,0,0,0,0,0,2018091107
001E,055F63,2018091102,0200,6.3,1.52,6.4,E,1,H,80,V,19,79,21,80,79,18,18,77,0,0,0,0,0,0,0,0,2018091108
001E,055F63,2018091103,0300,6.3,1.5,6.48,E,1,H,80,V,21,79,19,79,76,17,18,81,0,0,0,0,0,0,0,0,2018091109
001E,055F63,2018091104,0400,6.68,1.82,7.76,E,1,H,80,V,20,80,20,79,97,32,19,78,0,0,0,0,0,0,0,0,2018091110
001E,055F63,2018091105,0500,6.28,1.54,6.4,E,1,H,80,V,20,80,20,78,79,19,18,77,0,0,0,0,0,0,0,0,2018091111
001E,055F63,2018091106,0600,8.94,1.68,15.44,E,1,H,80,V,31,97,19,79,78,20,14,193,0,0,0,0,0,0,0,0,2018091112
001E,055F63,2018091107,0700,36.44,7.8,44.96,E,1,H,80,V,112,435,160,562,424,47,71,401,0,0,0,0,0,0,0,0,2018091113
001E,055F63,2018091108,0800,40.86,9.16,46.4,E,1,H,80,V,114,528,107,580,365,94,143,570,0,0,0,0,0,0,0,0,2018091114
001E,055F63,2018091109,0900,52.28,11.2,56.88,E,1,H,80,V,162,711,157,683,579,110,131,641,0,0,0,0,0,0,0,0,2018091115
001E,055F63,2018091110,1000,53.92,11.62,57.12,E,1,H,80,V,117,655,165,714,641,158,141,686,0,0,0,0,0,0,0,0,2018091116
001E,055F63,2018091111,1100,53.34,13.7,58.08,E,1,H,80,V,194,726,162,640,686,172,157,615,0,0,0,0,0,0,0,0,2018091117
001E,055F63,2018091112,1200,48.5,11.94,51.36,E,1,H,80,V,119,558,161,611,642,159,158,614,0,0,0,0,0,0,0,0,2018091118
001E,055F63,2018091113,1300,47.44,11.66,51.28,E,1,H,80,V,146,641,164,614,556,140,133,561,0,0,0,0,0,0,0,0,2018091119
001E,055F63,2018091114,1400,45.24,11.26,50.72,E,1,H,80,V,162,634,141,529,534,133,127,565,0,0,0,0,0,0,0,0,2018091120
001E,055F63,2018091115,1500,50.38,11.64,53.04,E,1,H,80,V,157,630,143,663,631,144,138,595,0,0,0,0,0,0,0,0,2018091121
001E,055F63,2018091116,1600,55.48,14.12,58.32,E,1,H,80,V,158,682,164,672,729,196,188,691,0,0,0,0,0,0,0,0,2018091122
001E,055F63,2018091117,1700,51.56,12.56,53.36,E,1,H,80,V,159,667,168,637,629,150,151,645,0,0,0,0,0,0,0,0,2018091123
001E,055F63,2018091118,1800,51.66,12.86,57.04,E,1,H,80,V,144,584,148,662,713,185,166,624,0,0,0,0,0,0,0,0,2018091200
001E,055F63,2018091119,1900,41.66,10.08,47.84,E,1,H,80,V,108,472,166,598,530,127,103,483,0,0,0,0,0,0,0,0,2018091201
001E,055F63,2018091120,2000,31.6,5.76,35.76,E,1,H,80,V,62,359,66,411,363,77,83,447,0,0,0,0,0,0,0,0,2018091202
001E,055F63,2018091121,2100,34.82,6.04,37.28,E,1,H,80,V,79,438,80,417,466,68,75,420,0,0,0,0,0,0,0,0,2018091203
001E,055F63,2018091122,2200,20.64,4.02,28.88,E,1,H,80,V,64,233,61,306,361,62,14,132,0,0,0,0,0,0,0,0,2018091204
001E,055F63,2018091123,2300,6.44,1.44,6.72,E,1,H,80,V,17,80,17,80,84,22,16,78,0,0,0,0,0,0,0,0,2018091205
001E,055F63,2018091124,2400,6.78,1.72,7.92,E,1,H,80,V,19,80,19,79,81,20,28,99,0,0,0,0,0,0,0,0,2018091206
001E,055F63,2018091201,0100,6.6,1.52,7.28,E,1,H,80,V,16,79,19,80,91,20,21,80,0,0,0,0,0,0,0,0,2018091207
001E,055F63,2018091202,0200,6.4,1.44,6.56,E,1,H,80,V,19,80,18,82,79,18,17,79,0,0,0,0,0,0,0,0,2018091208
001E,055F63,2018091203,0300,6.72,1.76,8.08,E,1,H,80,V,19,79,33,101,78,18,18,78,0,0,0,0,0,0,0,0,2018091209
001E,055F63,2018091204,0400,6.42,1.5,6.56,E,1,H,80,V,17,79,20,80,80,20,18,82,0,0,0,0,0,0,0,0,2018091210
001E,055F63,2018091205,0500,6.64,1.66,7.84,E,1,H,80,V,18,78,17,77,79,18,30,98,0,0,0,0,0,0,0,0,2018091211
