LHO.IDN,LHO.KUT,LHO.DHH,LHO.HME,LHO.W1,LHO.W2,LHO.W3,LHO.FCP,LHO.VER,LHO.OUM,LHO.CCK,LHO.FVL,LHO.OH245,LHO.OH145,LHO.OH230,LHO.OH130,LHO.OH115,LHO.OH215,LHO.OH200,LHO.OH100,LHO.DVL100,LHO.DVL115,LHO.DVL130,LHO.DVL145,LHO.DVL200,LHO.DVL215,LHO.DVL230,LHO.DVL245,LHO.DHT
001E,039AFA,2016010101,0100,257.05,0,261.05,E,1,M,4000,V,0,63.5375,0,64.375,65.2625,0,0,63.875,0,0,0,0,0,0,0,0,2016010107
001E,039AFA,2016010102,0200,258.1625,0,259.7,E,1,M,4000,V,0,64.15,0,64.4,64.925,0,0,64.6875,0,0,0,0,0,0,0,0,2016010108
001E,039AFA,2016010103,0300,257.1625,0,258.45,E,1,M,4000,V,0,64.3625,0,64.1125,64.6125,0,0,64.075,0,0,0,0,0,0,0,0,2016010109
001E,039AFA,2016010104,0400,255.2375,0,262.6,E,1,M,4000,V,0,63.2125,0,63.2125,65.65,0,0,63.1625,0,0,0,0,0,0,0,0,2016010110
001E,039AFA,2016010105,0500,256.4875,0,262.1,E,1,M,4000,V,0,63.3,0,64.325,63.3375,0,0,65.525,0,0,0,0,0,0,0,0,2016010111
001E,039AFA,2016010106,0600,262.05,0,264.3,E,1,M,4000,V,0,66.075,0,65.475,64.8375,0,0,65.6625,0,0,0,0,0,0,0,0,2016010112
001E,039AFA,2016010107,0700,264.625,0,266.45,E,1,M,4000,V,0,66.375,0,66.6125,65.7,0,0,65.9375,0,0,0,0,0,0,0,0,2016010113
001E,039AFA,2016010108,0800,262.3875,0,263.05,E,1,M,4000,V,0,65.65,0,65.4625,65.5125,0,0,65.7625,0,0,0,0,0,0,0,0,2016010114
001E,039AFA,2016010109,0900,240.5125,0,248.9,E,1,M,4000,V,0,60.075,0,58.975,62.225,0,0,59.2375,0,0,0,0,0,0,0,0,2016010115
001E,039AFA,2016010110,1000,233.9,0,242.35,E,1,M,4000,V,0,56.8625,0,58.0875,60.5875,0,0,58.3625,0,0,0,0,0,0,0,0,2016010116
001E,039AFA,2016010111,1100,231.1625,0,234.35,E,1,M,4000,V,0,57.5,0,58.1875,56.8875,0,0,58.5875,0,0,0,0,0,0,0,0,2016010117
001E,039AFA,2016010112,1200,236.525,0,239.05,E,1,M,4000,V,0,58.8625,0,59.7625,59.575,0,0,58.325,0,0,0,0,0,0,0,0,2016010118
001E,039AFA,2016010113,1300,236.75,0,240.4,E,1,M,4000,V,0,59.05,0,60.1,58.0375,0,0,59.5625,0,0,0,0,0,0,0,0,2016010119
001E,039AFA,2016010114,1400,242.7125,0,246.8,E,1,M,4000,V,0,61.7,0,59.2875,60.85,0,0,60.875,0,0,0,0,0,0,0,0,2016010120
001E,039AFA,2016010115,1500,230.675,0,236.6,E,1,M,4000,V,0,57.2375,0,59.15,56.85,0,0,57.4375,0,0,0,0,0,0,0,0,2016010121
001E,039AFA,2016010116,1600,227.4375,0,231.7,E,1,M,4000,V,0,57.925,0,55.775,57.65,0,0,56.0875,0,0,0,0,0,0,0,0,2016010122
001E,039AFA,2016010117,1700,249.1625,0,265.6,E,1,M,4000,V,0,62.125,0,58.8375,61.8,0,0,66.4,0,0,0,0,0,0,0,0,2016010123
001E,039AFA,2016010118,1800,980,53.175,1391.5,E,1,M,4000,V,13.975,333.25,0.675,218.525,80.35,0,38.525,347.875,0,0,0,0,0,0,0,0,2016010200
001E,039AFA,2016010119,1900,1793.225,419.7375,2027.8,E,1,M,4000,V,101.3125,469.825,61.7625,390.8875,425.5625,92.9625,163.7,506.95,0,0,0,0,0,0,0,0,2016010201
001E,039AFA,2016010120,2000,1690.6125,513.1,2016.95,E,1,M,4000,V,121.0875,401.7875,161.9625,455.4125,504.2375,200.525,29.525,329.175,0,0,0,0,0,0,0,0,2016010202
001E,039AFA,2016010121,2100,1492.0875,309.3375,1741.6,E,1,M,4000,V,123.775,435.4,60.6875,360.2125,300.725,19.2625,105.6125,395.75,0,0,0,0,0,0,0,0,2016010203
001E,039AFA,2016010122,2200,2180.225,815.2875,2551.95,E,1,M,4000,V,225.4125,594.3375,196.8125,506.5125,441.3875,150.5,242.5625,637.9875,0,0,0,0,0,0,0,0,2016010204
001E,039AFA,2016010123,2300,2378.45,931.55,2522.95,E,1,M,4000,V,242.4,605.575,188.7375,547.9625,594.175,226.3625,274.05,630.7375,0,0,0,0,0,0,0,0,2016010205
001E,039AFA,2016010124,2400,2771.425,1223,2941.65,E,1,M,4000,V,304.1875,717.3125,309.5625,666.925,651.775,308.1375,301.1125,735.4125,0,0,0,0,0,0,0,0,2016010206
001E,039AFA,2016010201,0100,3181.6,1311.1,3376.2,E,1,M,4000,V,340.0875,844.05,302.95,747.3375,763.35,346.5875,321.475,826.8625,0,0,0,0,0,0,0,0,2016010207
001E,039AFA,2016010202,0200,2727.9875,1056.4125,2939.65,E,1,M,4000,V,259.625,648.75,245.3,635.8125,734.9125,306.9,244.5875,708.5125,0,0,0,0,0,0,0,0,2016010208
001E,039AFA,2016010203,0300,2795.675,928.2,3109.8,E,1,M,4000,V,196.8125,637.875,227.9375,685.05,777.45,264.4125,239.0375,695.3,0,0,0,0,0,0,0,0,2016010209
001E,039AFA,2016010204,0400,2843.675,1032.3,3062.7,E,1,M,4000,V,276.9,760.725,220.975,661.675,655.6,238.4,296.025,765.675,0,0,0,0,0,0,0,0,2016010210
001E,039AFA,2016010205,0500,3169.7375,1303.6875,3227.4,E,1,M,4000,V,323.675,805.2125,324.5375,806.85,777.2375,331.0875,324.3875,780.4375,0,0,0,0,0,0,0,0,2016010211
001E,039AFA,2016010206,0600,3154.8625,1402.9125,3318.45,E,1,M,4000,V,366.9625,810.0125,368.6,829.6125,808.225,346.8875,320.4625,707.0125,0,0,0,0,0,0,0,0,2016010212
001E,039AFA,2016010207,0700,2921.95,1256.6375,3136.3,E,1,M,4000,V,301.2,703.4625,321.025,726.9375,707.475,321.6625,312.75,784.075,0,0,0,0,0,0,0,0,2016010213
001E,039AFA,2016010208,0800,3428.425,1412.4,3576.2,E,1,M,4000,V,371.1625,894.05,363.45,888.675,834.7625,335.625,342.1625,810.9375,0,0,0,0,0,0,0,0,2016010214
001E,039AFA,2016010209,0900,2991.1125,1276.875,3123.8,E,1,M,4000,V,297.55,705.7625,342.9125,780.95,776.225,352.5,283.9125,728.175,0,0,0,0,0,0,0,0,2016010215
001E,039AFA,2016010210,1000,2887.05,1197.9375,3080.9,E,1,M,4000,V,314.575,770.225,247.6125,691.925,734.95,301.95,333.8,689.95,0,0,0,0,0,0,0,0,2016010216
001E,039AFA,2016010211,1100,2815.475,1234.9625,3142.4,E,1,M,4000,V,284.8,708.6125,314.2125,680.9125,640.35,288.375,347.575,785.6,0,0,0,0,0,0,0,0,2016010217
001E,039AFA,2016010212,1200,2781.0625,1146.45,3010.1,E,1,M,4000,V,291.9,685.825,252.6125,674.8125,752.525,310.9,291.0375,667.9,0,0,0,0,0,0,0,0,2016010218
001E,039AFA,2016010213,1300,2690.3625,1076.9,2886.6,E,1,M,4000,V,243.625,637.6,271.8,721.65,646.6125,268.2625,293.2125,684.5,0,0,0,0,0,0,0,0,2016010219
001E,039AFA,2016010214,1400,2560.7375,1053.9375,2888.5,E,1,M,4000,V,252.4625,622.2375,217.825,585.2375,722.125,318.1,265.55,631.1375,0,0,0,0,0,0,0,0,2016010220
001E,039AFA,2016010215,1500,2702.5625,1032.9625,2866.15,E,1,M,4000,V,262.5625,683.3125,269.325,697.5875,716.5375,288.925,212.15,605.125,0,0,0,0,0,0,0,0,2016010221
001E,039AFA,2016010216,1600,2155.625,736.25,2364.85,E,1,M,4000,V,188.0125,530.9375,165.4125,491.7875,591.2125,200.6,182.225,541.6875,0,0,0,0,0,0,0,0,2016010222
001E,039AFA,2016010217,1700,2608.1125,870.2,2785.45,E,1,M,4000,V,219.3625,657.725,210.0375,621.1875,632.8375,197.6625,243.1375,696.3625,0,0,0,0,0,0,0,0,2016010223
001E,039AFA,2016010218,1800,2710.5125,915.6,2785.15,E,1,M,4000,V,232.4125,669.4625,232.275,673.1,671.6625,208.6875,242.225,696.2875,0,0,0,0,0,0,0,0,2016010300
001E,039AFA,2016010219,1900,2578.125,866.9125,2661.15,E,1,M,4000,V,206.325,657.2375,218.15,630.4875,625.1125,215.3125,227.125,665.2875,0,0,0,0,0,0,0,0,2016010301
001E,039AFA,2016010220,2000,2359.65,819.3,2568.9,E,1,M,4000,V,194.175,565.4875,226.575,642.225,580.1,209.4125,189.1375,571.8375,0,0,0,0,0,0,0,0,2016010302
001E,039AFA,2016010221,2100,2227.75,702.3875,2426.05,E,1,M,4000,V,193.825,560.5,202.0125,585.5125,606.5125,207.5375,99.0125,475.225,0,0,0,0,0,0,0,0,2016010303
001E,039AFA,2016010222,2200,1846.35,544.425,1905.6,E,1,M,4000,V,144.8125,455.3625,138.4,464.2375,450.35,106.35,154.8625,476.4,0,0,0,0,0,0,0,0,2016010304
001E,039AFA,2016010223,2300,1902.8,514.5125,2077.15,E,1,M,4000,V,133.275,475.4125,91.975,429.95,478.15,131.15,158.1125,519.2875,0,0,0,0,0,0,0,0,2016010305
001E,039AFA,2016010224,2400,2186.975,699.8,2225.55,E,1,M,4000,V,172.9375,549.825,176.225,556.3875,546.4625,179.25,171.3875,534.3,0,0,0,0,0,0,0,0,2016010306
001E,039AFA,2016010301,0100,2103.6625,664.0125,2170.6,E,1,M,4000,V,160.5125,505.6625,157.7,516.4125,538.9375,168.325,177.475,542.65,0,0,0,0,0,0,0,0,2016010307
001E,039AFA,2016010302,0200,2252.575,755.9625,2265.3,E,1,M,4000,V,185.925,559.5875,184.7125,564.725,566.325,195.55,189.775,561.9375,0,0,0,0,0,0,0,0,2016010308
001E,039AFA,2016010303,0300,1380.225,169.6375,1850.75,E,1,M,4000,V,2.6125,306.1,19.9625,304.925,462.6875,144.45,2.6125,306.5125,0,0,0,0,0,0,0,0,2016010309
001E,039AFA,2016010304,0400,1614.7125,266.3,2036.05,E,1,M,4000,V,146.85,509.0125,56.8125,364.0625,308.025,2.7375,59.9,433.6125,0,0,0,0,0,0,0,0,2016010310
001E,039AFA,2016010305,0500,1920.6625,497.75,2059.35,E,1,M,4000,V,148.075,477.1625,146.3625,514.8375,436.6375,54.0875,149.225,492.025,0,0,0,0,0,0,0,0,2016010311
001E,039AFA,2016010306,0600,2069.875,619.7,2128.85,E,1,M,4000,V,153.55,530.625,164.85,532.2125,495.4375,145.7,155.6,511.6,0,0,0,0,0,0,0,0,2016010312
001E,039AFA,2016010307,0700,1900.0875,538.575,2013.55,E,1,M,4000,V,149.2875,500.5625,162.3125,503.3875,477.6,137.4,89.575,418.5375,0,0,0,0,0,0,0,0,2016010313
001E,039AFA,2016010308,0800,1770.1625,441.425,1974.4,E,1,M,4000,V,118.4375,445.0125,83.9125,416.7,414.85,87.0375,152.0375,493.6,0,0,0,0,0,0,0,0,2016010314
001E,039AFA,2016010309,0900,1803.0375,479.8625,1919.35,E,1,M,4000,V,132.0625,448.7375,147.2625,479.8375,453.3,133.7875,66.75,421.1625,0,0,0,0,0,0,0,0,2016010315
001E,039AFA,2016010310,1000,2133.8375,648.5625,2445.65,E,1,M,4000,V,210.725,611.4125,159.025,509.925,459.85,95.4625,183.35,552.65,0,0,0,0,0,0,0,0,2016010316
001E,039AFA,2016010311,1100,1826.7875,432.55,1869.9,E,1,M,4000,V,111.7875,464.6375,125.85,464.05,430.625,93.625,101.2875,467.475,0,0,0,0,0,0,0,0,2016010317
001E,039AFA,2016010312,1200,1682.3875,303.925,1801.45,E,1,M,4000,V,91.4,434.8625,53.7875,381.975,450.3625,85.8625,72.875,415.1875,0,0,0,0,0,0,0,0,2016010318
001E,039AFA,2016010313,1300,1887.475,480.0375,2023.1,E,1,M,4000,V,83.225,419.0125,144.9125,496.525,466.1625,104.4875,147.4125,505.775,0,0,0,0,0,0,0,0,2016010319
001E,039AFA,2016010314,1400,2121.95,678.2375,2251.45,E,1,M,4000,V,179.4125,551.5,183.3875,562.8625,507.0375,158.55,156.8875,500.55,0,0,0,0,0,0,0,0,2016010320
001E,039AFA,2016010315,1500,2039.9625,660.1125,2235.75,E,1,M,4000,V,184.5625,558.9375,159.5125,507.55,490.75,159.3375,156.7,482.725,0,0,0,0,0,0,0,0,2016010321
001E,039AFA,2016010316,1600,1956.1125,732.7625,2104.8,E,1,M,4000,V,177.725,452.025,212.975,526.2,507.275,204.85,137.2125,470.6125,0,0,0,0,0,0,0,0,2016010322
001E,039AFA,2016010317,1700,1929.9375,727.45,2094.9,E,1,M,4000,V,193.6625,479.2,181.225,476.55,523.725,165.2375,187.325,450.4625,0,0,0,0,0,0,0,0,2016010323
001E,039AFA,2016010318,1800,2047.1,635.8875,2165.2,E,1,M,4000,V,166.6875,538.3,168.35,541.3,463.275,142.9125,157.9375,504.225,0,0,0,0,0,0,0,0,2016010400
001E,039AFA,2016010319,1900,1936.1875,622.3625,2057.95,E,1,M,4000,V,148.0125,491.125,160.0375,469.85,514.4875,192.275,122.0375,460.725,0,0,0,0,0,0,0,0,2016010401
001E,039AFA,2016010320,2000,1778.8125,464.05,1805.8,E,1,M,4000,V,124.025,450.75,120.8625,451.45,430.825,91.725,127.4375,445.7875,0,0,0,0,0,0,0,0,2016010402
001E,039AFA,2016010321,2100,1830.3375,680.6375,1864.85,E,1,M,4000,V,198.575,466.2125,177.625,461.5625,453.0125,172.4875,131.95,449.55,0,0,0,0,0,0,0,0,2016010403
001E,039AFA,2016010322,2200,1695.825,403.5125,1716.95,E,1,M,4000,V,101.3,426.25,103.2875,429.2375,425.4375,97.8,101.125,414.9,0,0,0,0,0,0,0,0,2016010404
001E,039AFA,2016010323,2300,1621.1875,429.2625,1755.5,E,1,M,4000,V,99.0625,415.95,130.8,417.7375,438.875,136.675,62.725,348.625,0,0,0,0,0,0,0,0,2016010405
001E,039AFA,2016010324,2400,1320.8375,69.475,1529.2,E,1,M,4000,V,33.3625,382.3,1.925,267.625,290.2,9.2125,24.975,380.7125,0,0,0,0,0,0,0,0,2016010406
001E,039AFA,2016010401,0100,1718.0625,334.6,1903.8,E,1,M,4000,V,107.7875,475.95,92.25,442.8625,358.5375,33.75,100.8125,440.7125,0,0,0,0,0,0,0,0,2016010407
001E,039AFA,2016010402,0200,1798.5,405.65,1932.95,E,1,M,4000,V,111.375,483.2375,103.3125,464.1,441.3375,100.9125,90.05,409.825,0,0,0,0,0,0,0,0,2016010408
001E,039AFA,2016010403,0300,1757.1875,343.6125,1900.55,E,1,M,4000,V,108.0875,457.9625,63.325,433.3875,390.7,52.7625,119.4375,475.1375,0,0,0,0,0,0,0,0,2016010409
001E,039AFA,2016010404,0400,1594.125,267.9375,1896.65,E,1,M,4000,V,34.95,356.0125,97.8625,453.4875,474.1625,118.7,16.425,310.4625,0,0,0,0,0,0,0,0,2016010410
001E,039AFA,2016010405,0500,1750.05,401.2625,1877.3,E,1,M,4000,V,103.275,445.0125,76.65,414.975,420.7375,89.5625,131.775,469.325,0,0,0,0,0,0,0,0,2016010411
001E,039AFA,2016010406,0600,1950.0375,532.6375,2182.2,E,1,M,4000,V,131.9125,453.5625,133.9,495.9125,545.55,164.65,102.175,455.0125,0,0,0,0,0,0,0,0,2016010412
001E,039AFA,2016010407,0700,1855.3875,414.7625,2036.15,E,1,M,4000,V,91.975,443.775,118.7375,506.275,509.0375,120.575,83.475,396.3,0,0,0,0,0,0,0,0,2016010413
001E,039AFA,2016010408,0800,1999.425,613.7875,2166.5,E,1,M,4000,V,171.525,541.625,175.0875,530.35,453.3375,152.3125,114.8625,474.1125,0,0,0,0,0,0,0,0,2016010414
001E,039AFA,2016010409,0900,1619.8625,259.1125,1775.8,E,1,M,4000,V,57.8875,373.9125,29.8625,368.925,443.95,69,102.3625,433.075,0,0,0,0,0,0,0,0,2016010415
001E,039AFA,2016010410,1000,1756.3625,286.1125,1916.85,E,1,M,4000,V,56.5,432.525,43.5125,396.9875,447.6375,87.3625,98.7375,479.2125,0,0,0,0,0,0,0,0,2016010416
001E,039AFA,2016010411,1100,2038.8875,630.1375,2087.35,E,1,M,4000,V,152.5,521.8375,149.25,507.775,503.525,151.2625,177.125,505.75,0,0,0,0,0,0,0,0,2016010417
001E,039AFA,2016010412,1200,2185.55,745.7625,2405.85,E,1,M,4000,V,200.1625,553.6875,225.4125,577.45,601.4625,248.6625,71.525,452.95,0,0,0,0,0,0,0,0,2016010418
001E,039AFA,2016010413,1300,2101.3875,585.05,2271.75,E,1,M,4000,V,187.25,544.7125,188.3125,567.9375,440.3,44.225,165.2625,548.4375,0,0,0,0,0,0,0,0,2016010419
001E,039AFA,2016010414,1400,2421.1375,949,2691.75,E,1,M,4000,V,272.175,627.9125,175.4625,548.0625,572.225,215.85,285.5125,672.9375,0,0,0,0,0,0,0,0,2016010420
001E,039AFA,2016010415,1500,2417.4875,893.3,2706.85,E,1,M,4000,V,206.4,570.9625,237.9,636.6375,676.7125,283.1625,165.8375,533.175,0,0,0,0,0,0,0,0,2016010421
001E,039AFA,2016010416,1600,2217.8375,687.7125,2305.75,E,1,M,4000,V,157.6875,556.675,188.25,560.4625,524.2625,155.425,186.35,576.4375,0,0,0,0,0,0,0,0,2016010422
001E,039AFA,2016010417,1700,2386.5125,762.8375,2672.65,E,1,M,4000,V,183.2625,604.025,212.825,582.675,531.65,165.6875,201.0625,668.1625,0,0,0,0,0,0,0,0,2016010423
001E,039AFA,2016010418,1800,2780.05,1020.4375,2940.7,E,1,M,4000,V,290.975,735.175,240.7,647.3875,679.475,230.9625,257.8,718.0125,0,0,0,0,0,0,0,0,2016010500
001E,039AFA,2016010419,1900,2370.8875,810.075,2609.55,E,1,M,4000,V,218.9875,570.025,178.425,569.5625,652.3875,214.025,198.6375,578.9125,0,0,0,0,0,0,0,0,2016010501
001E,039AFA,2016010420,2000,2636.7125,902.3,2820.5,E,1,M,4000,V,258.3375,705.125,215.425,636.925,601.6,193.35,235.1875,693.0625,0,0,0,0,0,0,0,0,2016010502
001E,039AFA,2016010421,2100,2181.8625,685.4125,2542,E,1,M,4000,V,178.6625,509,167.4875,555.375,635.5,191.425,147.8375,481.9875,0,0,0,0,0,0,0,0,2016010503
001E,039AFA,2016010422,2200,2381.1125,851.5875,2542.85,E,1,M,4000,V,223.0875,623.375,232.725,604.3875,517.6375,144.15,251.625,635.7125,0,0,0,0,0,0,0,0,2016010504
001E,039AFA,2016010423,2300,2477.8625,867.425,2751.25,E,1,M,4000,V,196.325,596.8125,254.3125,687.8125,659.5375,265.5625,151.225,533.7,0,0,0,0,0,0,0,0,2016010505
001E,039AFA,2016010424,2400,2563.4125,898.0625,2765.75,E,1,M,4000,V,245.55,673.8375,248.3625,691.4375,640.0625,223.6375,180.5125,558.075,0,0,0,0,0,0,0,0,2016010506
001E,039AFA,2016010501,0100,2380.4875,787.375,2637.5,E,1,M,4000,V,173.4875,582.8,162.85,577.525,560.7875,197.9625,253.075,659.375,0,0,0,0,0,0,0,0,2016010507
001E,039AFA,2016010502,0200,2815.9875,1011.0125,2995,E,1,M,4000,V,268.2875,731.25,268.7,748.75,668.8625,223.4125,250.6125,667.125,0,0,0,0,0,0,0,0,2016010508
001E,039AFA,2016010503,0300,3067.3,1174.5625,3279.75,E,1,M,4000,V,249.1625,733.8625,330.55,819.9375,747.925,298.8125,296.0375,765.575,0,0,0,0,0,0,0,0,2016010509
001E,039AFA,2016010504,0400,3206.3,1245.2625,3325.4,E,1,M,4000,V,318.1625,831.35,317.8125,795,766.8875,308.025,301.2625,813.0625,0,0,0,0,0,0,0,0,2016010510
001E,039AFA,2016010505,0500,2799.65,1032.85,3462.45,E,1,M,4000,V,201.4125,604.525,296.45,753.7,865.6125,347.4625,187.525,575.8125,0,0,0,0,0,0,0,0,2016010511
001E,039AFA,2016010506,0600,3057.6875,1027.025,3313.35,E,1,M,4000,V,287.8375,795.0375,260.1625,791.9375,642.375,194.05,284.975,828.3375,0,0,0,0,0,0,0,0,2016010512
001E,039AFA,2016010507,0700,2887.025,1000.475,3056.8,E,1,M,4000,V,271.4375,741.8875,225.0625,687.35,764.2,253.625,250.35,693.5875,0,0,0,0,0,0,0,0,2016010513
001E,039AFA,2016010508,0800,2617.0625,992.1125,2704.6,E,1,M,4000,V,244.525,667.825,249.7875,617.875,676.15,270.2625,227.5375,655.2125,0,0,0,0,0,0,0,0,2016010514
001E,039AFA,2016010509,0900,2994.1,1093.5125,3090.5,E,1,M,4000,V,289.05,772.625,272.175,747.275,745.6375,267.125,265.1625,728.5625,0,0,0,0,0,0,0,0,2016010515
001E,039AFA,2016010510,1000,3099.025,1214.3125,3372.7,E,1,M,4000,V,346.0375,843.175,280.7875,727,710.1875,262.375,325.1125,818.6625,0,0,0,0,0,0,0,0,2016010516
001E,039AFA,2016010511,1100,2932.2375,1218.4125,3121.7,E,1,M,4000,V,277,671.725,296.7625,703.5,780.425,335.825,308.825,776.5875,0,0,0,0,0,0,0,0,2016010517
001E,039AFA,2016010512,1200,3095.4625,1246.825,3439.6,E,1,M,4000,V,265.7875,719.975,327.425,789.6625,859.9,359.025,294.5875,725.925,0,0,0,0,0,0,0,0,2016010518
001E,039AFA,2016010513,1300,2420.2125,857.6875,2659.45,E,1,M,4000,V,205.6375,566.0625,244.6375,648.3875,664.8625,227.8,179.6125,540.9,0,0,0,0,0,0,0,0,2016010519
001E,039AFA,2016010514,1400,2628.8,933.4625,2949.7,E,1,M,4000,V,275.2875,712.5375,213.5375,620.975,557.8625,171.3125,273.325,737.425,0,0,0,0,0,0,0,0,2016010520
001E,039AFA,2016010515,1500,2813.2,1109.05,2907,E,1,M,4000,V,303.0625,700.0875,293.775,726.75,684.9125,225.975,286.2375,701.45,0,0,0,0,0,0,0,0,2016010521
001E,039AFA,2016010516,1600,2277.1125,873.625,2742.75,E,1,M,4000,V,180.075,511.925,264.775,639.65,685.6875,283.825,144.95,439.85,0,0,0,0,0,0,0,0,2016010522
001E,039AFA,2016010517,1700,1927.3375,664.3875,2211.05,E,1,M,4000,V,184.3,489.5125,211.8625,552.7625,420.025,134.0625,134.1625,465.0375,0,0,0,0,0,0,0,0,2016010523
001E,039AFA,2016010518,1800,1802.3625,533.3625,1981.1,E,1,M,4000,V,126.8625,456.05,135.325,495.275,472.125,166.4875,104.6875,378.9125,0,0,0,0,0,0,0,0,2016010600
001E,039AFA,2016010519,1900,1965.275,685.075,2150.05,E,1,M,4000,V,149.45,480.9625,157.2125,499.9875,446.8125,158.2,220.2125,537.5125,0,0,0,0,0,0,0,0,2016010601
001E,039AFA,2016010520,2000,2055.625,783.9375,2146.85,E,1,M,4000,V,175.8125,511.7125,201.15,536.7125,521.2125,193.375,213.6,485.9875,0,0,0,0,0,0,0,0,2016010602
001E,039AFA,2016010521,2100,2038.3,801.375,2193.75,E,1,M,4000,V,167.9625,476.1625,214.1,527.5125,548.4375,227.4,191.9125,486.1875,0,0,0,0,0,0,0,0,2016010603
001E,039AFA,2016010522,2200,1958.625,701.9125,2138.25,E,1,M,4000,V,225.2875,534.5625,158.9125,501.2125,489.4,177.4375,140.275,433.45,0,0,0,0,0,0,0,0,2016010604
001E,039AFA,2016010523,2300,1692.75,393.65,1914.55,E,1,M,4000,V,28.9625,370.475,154.725,478.6375,444.5375,159.5625,50.4,399.1,0,0,0,0,0,0,0,0,2016010605
001E,039AFA,2016010524,2400,997.3375,51.625,1606.35,E,1,M,4000,V,0,179.6375,3.1625,304.975,401.5875,48.4625,0,111.1375,0,0,0,0,0,0,0,0,2016010606
001E,039AFA,2016010601,0100,254.4,0,255.9,E,1,M,4000,V,0,63.125,0,63.7625,63.975,0,0,63.5375,0,0,0,0,0,0,0,0,2016010607
001E,039AFA,2016010602,0200,252.6875,0,256.7,E,1,M,4000,V,0,64.175,0,62.6625,62.6375,0,0,63.2125,0,0,0,0,0,0,0,0,2016010608
001E,039AFA,2016010603,0300,254.5875,0,256.6,E,1,M,4000,V,0,63.2125,0,64.15,63.3625,0,0,63.8625,0,0,0,0,0,0,0,0,2016010609
001E,039AFA,2016010604,0400,254.3125,0,257.95,E,1,M,4000,V,0,64.4875,0,62.825,64.2375,0,0,62.7625,0,0,0,0,0,0,0,0,2016010610
001E,039AFA,2016010605,0500,256.55,0,260.75,E,1,M,4000,V,0,64.2375,0,63.3875,63.7375,0,0,65.1875,0,0,0,0,0,0,0,0,2016010611
001E,039AFA,2016010606,0600,253.65,0,257.85,E,1,M,4000,V,0,62.675,0,64.4625,63.2125,0,0,63.3,0,0,0,0,0,0,0,0,2016010612
001E,039AFA,2016010607,0700,254.1625,0,259.5,E,1,M,4000,V,0,64.875,0,62.025,63.4375,0,0,63.825,0,0,0,0,0,0,0,0,2016010613
001E,039AFA,2016010608,0800,256.6375,0,257.1,E,1,M,4000,V,0,63.925,0,64.1875,64.275,0,0,64.25,0,0,0,0,0,0,0,0,2016010614
001E,039AFA,2016010609,0900,242.75,0,256.4,E,1,M,4000,V,0,57.8125,0,64.1,63.2625,0,0,57.575,0,0,0,0,0,0,0,0,2016010615
001E,039AFA,2016010610,1000,231.6375,0,233.7,E,1,M,4000,V,0,57.7125,0,58.425,57.425,0,0,58.075,0,0,0,0,0,0,0,0,2016010616
001E,039AFA,2016010611,1100,232.5875,0,239.6,E,1,M,4000,V,0,57.35,0,57.575,59.9,0,0,57.7625,0,0,0,0,0,0,0,0,2016010617
001E,039AFA,2016010612,1200,230.6,0,235.9,E,1,M,4000,V,0,56.4375,0,57.3625,57.825,0,0,58.975,0,0,0,0,0,0,0,0,2016010618
001E,039AFA,2016010613,1300,227.6625,0,231.75,E,1,M,4000,V,0,55.6,0,57.1375,56.9875,0,0,57.9375,0,0,0,0,0,0,0,0,2016010619
001E,039AFA,2016010614,1400,234.2875,0,236.45,E,1,M,4000,V,0,58.7625,0,57.4375,58.975,0,0,59.1125,0,0,0,0,0,0,0,0,2016010620
001E,039AFA,2016010615,1500,233.6625,0,236.5,E,1,M,4000,V,0,58.3125,0,58.3125,59.125,0,0,57.9125,0,0,0,0,0,0,0,0,2016010621
001E,039AFA,2016010616,1600,230.475,0,234.3,E,1,M,4000,V,0,57.125,0,58.575,57.075,0,0,57.7,0,0,0,0,0,0,0,0,2016010622
001E,039AFA,2016010617,1700,226.775,0,235.85,E,1,M,4000,V,0,55.0875,0,57,55.725,0,0,58.9625,0,0,0,0,0,0,0,0,2016010623
001E,039AFA,2016010618,1800,252.8875,0,258.1,E,1,M,4000,V,0,63.175,0,61.875,64.525,0,0,63.3125,0,0,0,0,0,0,0,0,2016010700
001E,039AFA,2016010619,1900,258.725,0,261.85,E,1,M,4000,V,0,63.675,0,64.275,65.3125,0,0,65.4625,0,0,0,0,0,0,0,0,2016010701
001E,039AFA,2016010620,2000,257.0375,0,258.95,E,1,M,4000,V,0,64.3625,0,64.7375,63.5625,0,0,64.375,0,0,0,0,0,0,0,0,2016010702
001E,039AFA,2016010621,2100,256.1625,0,257.9,E,1,M,4000,V,0,64.075,0,63.6875,63.925,0,0,64.475,0,0,0,0,0,0,0,0,2016010703
001E,039AFA,2016010622,2200,255.725,0,258.2,E,1,M,4000,V,0,63.6125,0,64.225,64.55,0,0,63.3375,0,0,0,0,0,0,0,0,2016010704
001E,039AFA,2016010623,2300,263.6,0,266.55,E,1,M,4000,V,0,66,0,66.5375,66.6375,0,0,64.425,0,0,0,0,0,0,0,0,2016010705
001E,039AFA,2016010624,2400,388.4875,0,489.6,E,1,M,4000,V,0,97.7875,0,105.7625,62.5375,0,0,122.4,0,0,0,0,0,0,0,0,2016010706
