LHO.DHH,LHO.HME,LHO.W1,LHO.W2,LHO.W3,LHO.FCP,LHO.VER,LHO.OUM,LHO.CCK,LHO.FVL,LHO.OH245,LHO.OH145,LHO.OH230,LHO.OH130,LHO.OH115,LHO.OH215,LHO.OH200,LHO.OH100,LHO.DVL100,LHO.DVL115,LHO.DVL130,LHO.DVL145,LHO.DVL200,LHO.DVL215,LHO.DVL230,LHO.DVL245,LHO.DHT
2017070201,0100,1.08,0.295209867354262,1.44,R,2,H,80,V,2.3306042159547,11,2.3306042159547,11,18,6.21494457587921,3.88434035992451,14,0,0,0,0,0,0,0,0,2017070207
2017070202,0200,6.2,0.994391132140673,7.84,R,2,H,80,V,14.7604933677131,97,13.9836252957282,98,85,15.537361439698,5.43807650389431,30,0,0,0,0,0,0,0,0,2017070208
2017070203,0300,2.04,0.543807650389431,2.32,R,2,H,80,V,4.66120843190941,19,10.0992849358037,28,29,9.32241686381881,3.1074722879396,26,0,0,0,0,0,0,0,0,2017070209
2017070204,0400,2.92,0.372896674552752,3.36,R,2,H,80,V,8.54554879183391,42,3.1074722879396,35,35,3.1074722879396,3.88434035992451,34,0,0,0,0,0,0,0,0,2017070210
2017070205,0500,2.92,0.357359313113055,3.36,R,2,H,80,V,3.1074722879396,34,8.54554879183391,42,35,3.1074722879396,3.1074722879396,35,0,0,0,0,0,0,0,0,2017070211
2017070206,0600,2.82,0.388434035992451,3.36,R,2,H,80,V,2.3306042159547,34,8.54554879183391,42,34,3.1074722879396,5.43807650389431,31,0,0,0,0,0,0,0,0,2017070212
2017070207,0700,1.76,0.528270288949733,2.4,R,2,H,80,V,5.43807650389431,20,10.0992849358037,30,27,5.43807650389431,5.43807650389431,11,0,0,0,0,0,0,0,0,2017070213
2017070208,0800,0.18,0.15537361439698,0.72,R,2,H,80,V,0,0,0,0,9,7.76868071984901,0,0,0,0,0,0,0,0,0,0,2017070214
2017070209,0900,0,0.0776868071984901,0,R,2,H,80,V,0,0,0,0,0,3.88434035992451,0,0,0,0,0,0,0,0,0,0,2017070215
2017070210,1000,4.3,2.42382838459289,8.88,R,2,H,80,V,61.3725776868072,111,0,0,0,0,59.8188415428374,104,0,0,0,0,0,0,0,0,2017070216
2017070211,1100,3.02,3.60466785400994,7.6,R,2,H,80,V,48.9426885350488,34,56.7113692548978,10,12,31.074722879396,43.5046120311545,95,0,0,0,0,0,0,0,0,2017070217
2017070124,2400,1.06,0.264135144474866,1.52,R,2,H,80,V,2.3306042159547,11,2.3306042159547,11,19,6.21494457587921,2.3306042159547,12,0,0,0,0,0,0,0,0,2017070206
2017070123,2300,1.04,0.23306042159547,1.36,R,2,H,80,V,2.3306042159547,11,3.88434035992451,17,13,3.88434035992451,1.5537361439698,11,0,0,0,0,0,0,0,0,2017070205
2017070122,2200,1.02,0.201985698716074,1.52,R,2,H,80,V,2.3306042159547,11,5.43807650389431,19,10,0.776868071984901,1.5537361439698,11,0,0,0,0,0,0,0,0,2017070204
2017070121,2100,0.2,0.15537361439698,0.56,R,2,H,80,V,0,0,3.88434035992451,7,0,0,3.88434035992451,3,0,0,0,0,0,0,0,0,2017070203
2017070120,2000,0.14,0.139836252957282,0.56,R,2,H,80,V,0,0,6.21494457587921,7,0,0.776868071984901,0,0,0,0,0,0,0,0,0,0,2017070202
2017070119,1900,0.1,0.108761530077886,0.4,R,2,H,80,V,0,0,5.43807650389431,5,0,0,0,0,0,0,0,0,0,0,0,0,2017070201
2017070118,1800,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070200
2017070117,1700,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070123
2017070116,1600,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070122
2017070115,1500,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070121
2017070114,1400,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070120
2017070113,1300,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070119
2017070112,1200,0,0,0,R,2,H,80,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017070118
2017070111,1100,0.22,0.807942794864297,0.88,R,2,H,80,V,13.9836252957282,0,0,0,11,26.4135144474866,0,0,0,0,0,0,0,0,0,0,2017070117
2017070110,1000,1.56,2.29952949307531,2.48,R,2,H,80,V,41.1740078151998,14,30.2978548074111,29,31,31.8515909513809,11.6530210797735,4,0,0,0,0,0,0,0,0,2017070116
2017070109,0900,3.92,2.12861851723863,4.88,R,2,H,80,V,31.8515909513809,51,18.6448337276376,54,61,24.8597783035168,31.074722879396,30,0,0,0,0,0,0,0,0,2017070115
2017070108,0800,7.06,2.84333714346474,8.96,R,2,H,80,V,34.9590632393206,89,37.2896674552753,112,102,34.9590632393206,34.9590632393206,50,0,0,0,0,0,0,0,0,2017070114
2017070107,0700,11.08,2.70350089050746,12.08,R,2,H,80,V,31.8515909513809,119,35.7359313113055,149,151,37.2896674552753,30.2978548074111,135,0,0,0,0,0,0,0,0,2017070113
2017070106,0600,11.88,2.56366463755017,13.36,R,2,H,80,V,28.7441186634413,146,28.7441186634413,130,167,34.1821951673356,36.5127993832904,151,0,0,0,0,0,0,0,0,2017070112
2017070105,0500,12.42,2.59473936042957,14.08,R,2,H,80,V,43.5046120311545,176,29.5209867354262,171,138,27.1903825194715,29.5209867354262,136,0,0,0,0,0,0,0,0,2017070111
2017070104,0400,13.06,2.78118769770595,15.36,R,2,H,80,V,24.8597783035168,145,48.9426885350488,192,162,35.7359313113055,29.5209867354262,154,0,0,0,0,0,0,0,0,2017070110
2017070103,0300,11.38,2.28399213163561,13.04,R,2,H,80,V,39.62027167123,147,31.8515909513809,142,117,13.2067572237433,29.5209867354262,163,0,0,0,0,0,0,0,0,2017070109
2017070102,0200,7.74,1.36728780669343,19.2,R,2,H,80,V,31.074722879396,117,5.43807650389431,19,11,1.5537361439698,30.2978548074111,240,0,0,0,0,0,0,0,0,2017070108
2017070101,0100,1.72,0.481658204630639,2.32,R,2,H,80,V,6.21494457587921,18,6.99181264786411,29,28,8.54554879183391,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070107
2017070212,1200,3.84,4.76996996198729,9.68,R,2,H,80,V,48.9426885350488,0,61.3725776868072,56,15,54.3807650389431,73.8024668385656,121,0,0,0,0,0,0,0,0,2017070218
2017070213,1300,7.48,4.53690954039182,11.6,R,2,H,80,V,57.4882373268827,94,52.0501608229884,53,82,52.8270288949733,64.4800499747468,145,0,0,0,0,0,0,0,0,2017070219
2017070214,1400,7.56,3.97756452856269,16.08,R,2,H,80,V,57.4882373268827,49,55.9345011829129,76,201,45.0583481751243,40.3971397432149,52,0,0,0,0,0,0,0,0,2017070220
2017070215,1500,3.5,4.17955022727877,6.24,R,2,H,80,V,47.388952391079,15,59.0419734708525,73,78,54.3807650389431,48.1658204630639,9,0,0,0,0,0,0,0,0,2017070221
2017070216,1600,0.5,4.87873149206518,1.52,R,2,H,80,V,62.926313830777,0,49.7195566070337,0,19,64.4800499747468,66.8106541907015,6,0,0,0,0,0,0,0,0,2017070222
2017070217,1700,2.1,5.01856774502246,4.64,R,2,H,80,V,56.7113692548978,31,53.6038969669582,4,58,73.0255987665807,67.5875222626864,12,0,0,0,0,0,0,0,0,2017070223
2017070218,1800,1.54,4.98749302214306,2.48,R,2,H,80,V,56.7113692548978,28,74.5793349105505,18,0,76.9099391265052,41.1740078151998,31,0,0,0,0,0,0,0,0,2017070300
2017070219,1900,4.94,3.99310189000239,7.2,R,2,H,80,V,52.0501608229884,79,67.5875222626864,78,90,73.8024668385656,6.21494457587921,0,0,0,0,0,0,0,0,0,2017070301
2017070220,2000,0.02,0.543807650389431,0.08,R,2,H,80,V,5.43807650389431,0,11.6530210797735,1,0,5.43807650389431,4.66120843190941,0,0,0,0,0,0,0,0,0,2017070302
2017070221,2100,0.4,0.388434035992451,0.64,R,2,H,80,V,3.88434035992451,5,7.76868071984901,7,0,5.43807650389431,2.3306042159547,8,0,0,0,0,0,0,0,0,2017070303
2017070222,2200,1.02,0.186448337276376,1.44,R,2,H,80,V,1.5537361439698,11,2.3306042159547,11,18,3.1074722879396,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070304
2017070223,2300,1.04,0.217523060155772,1.44,R,2,H,80,V,2.3306042159547,12,2.3306042159547,11,18,3.88434035992451,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070305
2017070224,2400,6.3,0.994391132140673,7.84,R,2,H,80,V,15.537361439698,98,14.7604933677131,98,90,14.7604933677131,4.66120843190941,29,0,0,0,0,0,0,0,0,2017070306
2017070313,1300,0.1,5.5002259496531,0.32,R,2,H,80,V,63.7031819027619,0,55.9345011829129,0,1,58.2651053988676,97.1085089981126,4,0,0,0,0,0,0,0,0,2017070319
2017070314,1400,0,5.99742151572344,0,R,2,H,80,V,71.4718626226109,0,69.1412584066562,0,0,85.4554879183391,73.8024668385656,0,0,0,0,0,0,0,0,0,2017070320
2017070315,1500,0.4,5.34485233525612,1.6,R,2,H,80,V,79.2405433424599,20,69.1412584066562,0,0,68.3643903346713,50.4964246790186,0,0,0,0,0,0,0,0,0,2017070321
2017070316,1600,0.04,3.99310189000239,0.16,R,2,H,80,V,51.2732927510035,2,48.9426885350488,0,0,51.2732927510035,48.1658204630639,0,0,0,0,0,0,0,0,0,2017070322
2017070317,1700,0.14,3.79111619128632,0.24,R,2,H,80,V,48.1658204630639,3,48.1658204630639,2,0,46.6120843190941,46.6120843190941,2,0,0,0,0,0,0,0,0,2017070323
2017070318,1800,8.16,6.12172040724102,10.48,R,2,H,80,V,73.0255987665807,113,82.3480156303995,105,59,76.1330710545203,74.5793349105505,131,0,0,0,0,0,0,0,0,2017070400
2017070319,1900,15.18,5.4846885882134,17.6,R,2,H,80,V,64.4800499747468,200,72.2487306945958,183,156,73.8024668385656,63.7031819027619,220,0,0,0,0,0,0,0,0,2017070401
2017070320,2000,19.62,5.17394135941944,21.92,R,2,H,80,V,55.9345011829129,252,68.3643903346713,274,242,63.7031819027619,70.694994550626,213,0,0,0,0,0,0,0,0,2017070402
2017070321,2100,17.58,4.94088093782397,19.52,R,2,H,80,V,62.926313830777,216,51.2732927510035,179,244,67.5875222626864,65.2569180467317,240,0,0,0,0,0,0,0,0,2017070403
2017070322,2200,3.4,0.668106541907015,10.32,R,2,H,80,V,2.3306042159547,11,5.43807650389431,19,129,23.306042159547,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070404
2017070323,2300,1.06,0.23306042159547,1.52,R,2,H,80,V,2.3306042159547,11,2.3306042159547,11,19,4.66120843190941,2.3306042159547,12,0,0,0,0,0,0,0,0,2017070405
2017070324,2400,6.26,0.963316409261277,7.76,R,2,H,80,V,13.9836252957282,97,12.4298891517584,97,89,15.537361439698,6.21494457587921,30,0,0,0,0,0,0,0,0,2017070406
2017070401,0100,1.7,0.528270288949733,2.24,R,2,H,80,V,5.43807650389431,18,9.32241686381881,28,28,9.32241686381881,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070407
2017070301,0100,1.72,0.357359313113055,2.32,R,2,H,80,V,3.1074722879396,18,5.43807650389431,28,29,6.99181264786411,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070307
2017070302,0200,14.5,3.09193492649991,24.96,R,2,H,80,V,66.8106541907015,230,14.7604933677131,97,86,13.9836252957282,59.0419734708525,312,0,0,0,0,0,0,0,0,2017070308
2017070303,0300,16.92,2.96763603498232,20.32,R,2,H,80,V,27.1903825194715,164,52.8270288949733,204,254,30.2978548074111,38.0665355272602,224,0,0,0,0,0,0,0,0,2017070309
2017070304,0400,17.04,3.43375687817326,19.52,R,2,H,80,V,42.7277439591696,191,38.0665355272602,244,223,52.8270288949733,38.0665355272602,194,0,0,0,0,0,0,0,0,2017070310
2017070305,0500,16.06,3.23177117945719,18.72,R,2,H,80,V,41.1740078151998,234,44.2814801031394,191,211,38.8434035992451,37.2896674552753,167,0,0,0,0,0,0,0,0,2017070311
2017070306,0600,16.92,3.29392062521598,19.2,R,2,H,80,V,38.0665355272602,186,37.2896674552753,218,202,44.2814801031394,45.0583481751243,240,0,0,0,0,0,0,0,0,2017070312
2017070307,0700,14.26,3.48036896249236,16,R,2,H,80,V,45.8352162471092,200,45.0583481751243,182,160,39.62027167123,43.5046120311545,171,0,0,0,0,0,0,0,0,2017070313
2017070308,0800,12.44,3.60466785400994,16.48,R,2,H,80,V,48.9426885350488,143,40.3971397432149,144,206,50.4964246790186,40.3971397432149,129,0,0,0,0,0,0,0,0,2017070314
2017070309,0900,7.84,4.28831175735665,8.8,R,2,H,80,V,43.5046120311545,81,57.4882373268827,110,93,53.6038969669582,59.8188415428374,108,0,0,0,0,0,0,0,0,2017070315
2017070310,1000,3.6,4.03971397432149,6.8,R,2,H,80,V,43.5046120311545,32,45.8352162471092,50,85,68.3643903346713,44.2814801031394,13,0,0,0,0,0,0,0,0,2017070316
2017070311,1100,0.2,5.62452484117068,0.72,R,2,H,80,V,68.3643903346713,0,69.1412584066562,0,9,73.0255987665807,70.694994550626,1,0,0,0,0,0,0,0,0,2017070317
2017070312,1200,0.32,6.3237061059571,1.12,R,2,H,80,V,76.1330710545203,0,76.1330710545203,0,2,70.694994550626,93.2241686381881,14,0,0,0,0,0,0,0,0,2017070318
2017070402,0200,8.86,2.25291740875621,23.12,R,2,H,80,V,44.2814801031394,125,3.88434035992451,18,11,2.3306042159547,62.1494457587921,289,0,0,0,0,0,0,0,0,2017070408
2017070403,0300,17.08,3.27838326377628,21.84,R,2,H,80,V,44.2814801031394,184,35.7359313113055,164,273,41.9508758871847,41.9508758871847,233,0,0,0,0,0,0,0,0,2017070409
2017070404,0400,19.28,3.88434035992451,21.44,R,2,H,80,V,37.2896674552753,231,55.9345011829129,268,239,50.4964246790186,50.4964246790186,226,0,0,0,0,0,0,0,0,2017070410
2017070405,0500,18.76,3.46483160105266,21.2,R,2,H,80,V,48.1658204630639,220,38.8434035992451,196,265,50.4964246790186,35.7359313113055,257,0,0,0,0,0,0,0,0,2017070411
2017070406,0600,17.42,3.79111619128632,17.84,R,2,H,80,V,40.3971397432149,219,42.7277439591696,220,223,50.4964246790186,55.9345011829129,209,0,0,0,0,0,0,0,0,2017070412
2017070407,0700,17.1,3.49590632393205,18.8,R,2,H,80,V,48.9426885350488,215,49.7195566070337,200,235,40.3971397432149,35.7359313113055,205,0,0,0,0,0,0,0,0,2017070413
2017070408,0800,14.4,4.27277439591696,15.52,R,2,H,80,V,38.0665355272602,170,60.5957096148223,194,193,51.2732927510035,63.7031819027619,163,0,0,0,0,0,0,0,0,2017070414
2017070409,0900,8.88,4.21062495015816,11.92,R,2,H,80,V,41.9508758871847,88,49.7195566070337,149,123,57.4882373268827,61.3725776868072,84,0,0,0,0,0,0,0,0,2017070415
2017070410,1000,3.34,5.40700178101491,5.68,R,2,H,80,V,66.8106541907015,30,69.1412584066562,56,71,67.5875222626864,66.8106541907015,10,0,0,0,0,0,0,0,0,2017070416
2017070411,1100,0.14,4.07078869720088,0.56,R,2,H,80,V,48.9426885350488,0,50.4964246790186,0,7,56.7113692548978,47.388952391079,0,0,0,0,0,0,0,0,0,2017070417
2017070412,1200,0.04,4.08632605864058,0.16,R,2,H,80,V,48.9426885350488,0,49.7195566070337,0,2,52.8270288949733,52.8270288949733,0,0,0,0,0,0,0,0,0,2017070418
2017070413,1300,0,3.9464898056833,0,R,2,H,80,V,50.4964246790186,0,51.2732927510035,0,0,49.7195566070337,45.8352162471092,0,0,0,0,0,0,0,0,0,2017070419
2017070503,0300,21.04,3.57359313113054,22.88,R,2,H,80,V,30.2978548074111,245,41.9508758871847,285,286,47.388952391079,59.0419734708525,236,0,0,0,0,0,0,0,0,2017070509
2017070504,0400,21.26,3.37160743241447,23.44,R,2,H,80,V,36.5127993832904,290,45.0583481751243,293,259,48.9426885350488,38.0665355272602,221,0,0,0,0,0,0,0,0,2017070510
2017070505,0500,20.36,3.65127993832904,21.68,R,2,H,80,V,30.2978548074111,242,39.62027167123,271,249,56.7113692548978,55.9345011829129,256,0,0,0,0,0,0,0,0,2017070511
2017070506,0600,18.78,3.38714479385417,19.6,R,2,H,80,V,48.9426885350488,242,28.7441186634413,245,227,50.4964246790186,41.1740078151998,225,0,0,0,0,0,0,0,0,2017070512
2017070507,0700,17.48,3.57359313113054,19.12,R,2,H,80,V,54.3807650389431,239,49.7195566070337,206,230,37.2896674552753,37.2896674552753,199,0,0,0,0,0,0,0,0,2017070513
2017070508,0800,13.1,3.9154150828039,14.96,R,2,H,80,V,29.5209867354262,125,40.3971397432149,186,187,65.2569180467317,60.5957096148223,157,0,0,0,0,0,0,0,0,2017070514
2017070509,0900,11.84,3.86880299848481,15.92,R,2,H,80,V,64.4800499747468,134,41.1740078151998,106,199,44.2814801031394,43.5046120311545,153,0,0,0,0,0,0,0,0,2017070515
2017070510,1000,9.1,3.74450410696722,10.72,R,2,H,80,V,48.9426885350488,122,47.388952391079,120,134,45.0583481751243,45.8352162471092,79,0,0,0,0,0,0,0,0,2017070516
2017070511,1100,0.28,3.83772827560541,0.56,R,2,H,80,V,49.7195566070337,5,47.388952391079,2,7,48.1658204630639,46.6120843190941,0,0,0,0,0,0,0,0,0,2017070517
2017070512,1200,0.04,3.9154150828039,0.16,R,2,H,80,V,47.388952391079,0,51.2732927510035,2,0,47.388952391079,49.7195566070337,0,0,0,0,0,0,0,0,0,2017070518
2017070513,1300,0.36,4.58352162471092,1.28,R,2,H,80,V,52.0501608229884,0,57.4882373268827,2,0,48.9426885350488,70.694994550626,16,0,0,0,0,0,0,0,0,2017070519
2017070514,1400,0,3.60466785400994,0,R,2,H,80,V,42.7277439591696,0,48.1658204630639,0,0,45.0583481751243,44.2814801031394,0,0,0,0,0,0,0,0,0,2017070520
2017070414,1400,0.12,3.37160743241447,0.48,R,2,H,80,V,42.7277439591696,0,41.9508758871847,0,0,43.5046120311545,40.3971397432149,6,0,0,0,0,0,0,0,0,2017070420
2017070415,1500,3.44,4.22616231159786,10.8,R,2,H,80,V,52.0501608229884,22,71.4718626226109,15,0,42.7277439591696,45.0583481751243,135,0,0,0,0,0,0,0,0,2017070421
2017070416,1600,0.02,3.69789202264813,0.08,R,2,H,80,V,50.4964246790186,0,45.0583481751243,0,0,46.6120843190941,42.7277439591696,1,0,0,0,0,0,0,0,0,2017070422
2017070417,1700,0.66,3.71342938408783,2.24,R,2,H,80,V,47.388952391079,0,48.9426885350488,28,0,44.2814801031394,45.0583481751243,5,0,0,0,0,0,0,0,0,2017070423
2017070418,1800,4.96,3.88434035992451,11.84,R,2,H,80,V,48.9426885350488,43,49.7195566070337,51,6,47.388952391079,48.1658204630639,148,0,0,0,0,0,0,0,0,2017070500
2017070419,1900,14.86,3.63574257688934,19.76,R,2,H,80,V,45.0583481751243,175,48.9426885350488,148,247,45.0583481751243,42.7277439591696,173,0,0,0,0,0,0,0,0,2017070501
2017070420,2000,17.96,3.21623381801749,19.68,R,2,H,80,V,40.3971397432149,246,38.8434035992451,220,202,44.2814801031394,37.2896674552753,230,0,0,0,0,0,0,0,0,2017070502
2017070421,2100,19.56,5.34485233525612,23.04,R,2,H,80,V,68.3643903346713,271,61.3725776868072,201,288,88.5629602062787,48.9426885350488,218,0,0,0,0,0,0,0,0,2017070503
2017070422,2200,3.92,0.947779047821579,12.4,R,2,H,80,V,2.3306042159547,11,2.3306042159547,12,155,37.2896674552753,5.43807650389431,18,0,0,0,0,0,0,0,0,2017070504
2017070423,2300,1.04,0.23306042159547,1.44,R,2,H,80,V,2.3306042159547,11,2.3306042159547,12,11,2.3306042159547,4.66120843190941,18,0,0,0,0,0,0,0,0,2017070505
2017070424,2400,1.04,0.248597783035168,1.44,R,2,H,80,V,2.3306042159547,11,2.3306042159547,12,11,1.5537361439698,6.21494457587921,18,0,0,0,0,0,0,0,0,2017070506
2017070501,0100,1.02,0.201985698716074,1.44,R,2,H,80,V,3.88434035992451,18,2.3306042159547,11,11,1.5537361439698,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070507
2017070502,0200,14.28,2.79672505914564,26.24,R,2,H,80,V,59.0419734708525,204,15.537361439698,98,84,15.537361439698,49.7195566070337,328,0,0,0,0,0,0,0,0,2017070508
2017070515,1500,0,3.54251840825115,0,R,2,H,80,V,43.5046120311545,0,41.9508758871847,0,0,45.0583481751243,46.6120843190941,0,0,0,0,0,0,0,0,0,2017070521
2017070516,1600,0.12,3.71342938408783,0.32,R,2,H,80,V,45.0583481751243,0,45.8352162471092,1,1,47.388952391079,47.388952391079,4,0,0,0,0,0,0,0,0,2017070522
2017070517,1700,0.44,4.05525133576118,1.68,R,2,H,80,V,51.2732927510035,1,50.4964246790186,0,0,49.7195566070337,51.2732927510035,21,0,0,0,0,0,0,0,0,2017070523
2017070518,1800,4.92,3.68235466120843,7.76,R,2,H,80,V,41.1740078151998,68,47.388952391079,49,32,48.9426885350488,46.6120843190941,97,0,0,0,0,0,0,0,0,2017070600
2017070519,1900,11.62,3.58913049257024,14.88,R,2,H,80,V,43.5046120311545,154,47.388952391079,129,112,47.388952391079,41.1740078151998,186,0,0,0,0,0,0,0,0,2017070601
2017070520,2000,18.56,3.27838326377628,20.24,R,2,H,80,V,43.5046120311545,253,38.8434035992451,226,200,40.3971397432149,41.1740078151998,249,0,0,0,0,0,0,0,0,2017070602
2017070521,2100,20.58,4.95641829926367,22.4,R,2,H,80,V,70.694994550626,280,55.9345011829129,212,260,62.1494457587921,59.0419734708525,277,0,0,0,0,0,0,0,0,2017070603
2017070522,2200,3.18,0.683643903346713,9.52,R,2,H,80,V,5.43807650389431,18,1.5537361439698,11,119,24.8597783035168,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070604
2017070523,2300,1.04,0.23306042159547,1.44,R,2,H,80,V,4.66120843190941,18,2.3306042159547,11,12,2.3306042159547,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070605
2017070524,2400,6.16,0.885629602062787,7.76,R,2,H,80,V,13.2067572237433,97,11.6530210797735,96,85,11.6530210797735,7.76868071984901,30,0,0,0,0,0,0,0,0,2017070606
2017070601,0100,1.7,0.403971397432149,2.24,R,2,H,80,V,4.66120843190941,18,9.32241686381881,28,28,3.88434035992451,2.3306042159547,11,0,0,0,0,0,0,0,0,2017070607
2017070602,0200,9.58,2.17523060155772,23.92,R,2,H,80,V,55.157633110928,150,4.66120843190941,18,12,2.3306042159547,46.6120843190941,299,0,0,0,0,0,0,0,0,2017070608
2017070603,0300,21,3.44929423961296,22.24,R,2,H,80,V,41.9508758871847,271,43.5046120311545,278,269,43.5046120311545,43.5046120311545,232,0,0,0,0,0,0,0,0,2017070609
2017070604,0400,22.74,4.19508758871847,23.44,R,2,H,80,V,46.6120843190941,271,58.2651053988676,289,284,64.4800499747468,40.3971397432149,293,0,0,0,0,0,0,0,0,2017070610
2017070605,0500,21.34,3.37160743241447,23.84,R,2,H,80,V,35.7359313113055,220,35.7359313113055,291,298,39.62027167123,57.4882373268827,258,0,0,0,0,0,0,0,0,2017070611
2017070606,0600,20.22,3.35607007097477,23.2,R,2,H,80,V,39.62027167123,204,34.1821951673356,290,275,38.8434035992451,55.157633110928,242,0,0,0,0,0,0,0,0,2017070612
2017070607,0700,19.64,4.45922273319333,22.48,R,2,H,80,V,54.3807650389431,242,51.2732927510035,220,281,60.5957096148223,56.7113692548978,239,0,0,0,0,0,0,0,0,2017070613
2017070608,0800,18.32,3.04532284218081,20.24,R,2,H,80,V,41.1740078151998,227,36.5127993832904,239,253,38.0665355272602,36.5127993832904,197,0,0,0,0,0,0,0,0,2017070614
2017070609,0900,11.4,3.40268215529387,13.92,R,2,H,80,V,45.8352162471092,138,43.5046120311545,151,174,40.3971397432149,40.3971397432149,107,0,0,0,0,0,0,0,0,2017070615
2017070610,1000,5.72,3.63574257688934,7.52,R,2,H,80,V,43.5046120311545,63,59.0419734708525,94,88,38.0665355272602,41.1740078151998,41,0,0,0,0,0,0,0,0,2017070616
2017070611,1100,0.86,3.57359313113054,2,R,2,H,80,V,42.7277439591696,1,48.9426885350488,17,25,45.0583481751243,41.9508758871847,0,0,0,0,0,0,0,0,0,2017070617
2017070612,1200,0.08,3.49590632393205,0.32,R,2,H,80,V,42.7277439591696,0,45.8352162471092,4,0,41.9508758871847,44.2814801031394,0,0,0,0,0,0,0,0,0,2017070618
2017070613,1300,0.06,4.07078869720088,0.24,R,2,H,80,V,51.2732927510035,0,54.3807650389431,3,0,48.9426885350488,48.9426885350488,0,0,0,0,0,0,0,0,0,2017070619
2017070614,1400,1.46,6.15279513012042,5.84,R,2,H,80,V,69.9181264786411,0,121.968287301629,73,0,48.1658204630639,67.5875222626864,0,0,0,0,0,0,0,0,0,2017070620
2017070615,1500,0.24,5.5157633110928,0.56,R,2,H,80,V,70.694994550626,2,69.1412584066562,7,0,66.0337861187166,69.9181264786411,3,0,0,0,0,0,0,0,0,2017070621
2017070616,1600,1.74,5.54683803397219,3.04,R,2,H,80,V,68.3643903346713,22,72.2487306945958,21,6,69.1412584066562,67.5875222626864,38,0,0,0,0,0,0,0,0,2017070622
2017070617,1700,5.36,5.5157633110928,7.04,R,2,H,80,V,67.5875222626864,73,71.4718626226109,63,44,68.3643903346713,68.3643903346713,88,0,0,0,0,0,0,0,0,2017070623
2017070618,1800,10.52,5.82651053988676,12.48,R,2,H,80,V,73.8024668385656,139,72.2487306945958,128,103,69.1412584066562,76.1330710545203,156,0,0,0,0,0,0,0,0,2017070700
2017070619,1900,17.08,5.98188415428374,19.68,R,2,H,80,V,74.5793349105505,224,72.2487306945958,198,186,77.6868071984901,74.5793349105505,246,0,0,0,0,0,0,0,0,2017070701
2017070620,2000,22.68,5.29824025093703,24.72,R,2,H,80,V,65.2569180467317,309,64.4800499747468,289,274,75.3562029825354,59.8188415428374,262,0,0,0,0,0,0,0,0,2017070702
2017070621,2100,22.24,5.36038969669582,23.12,R,2,H,80,V,67.5875222626864,281,67.5875222626864,274,268,71.4718626226109,61.3725776868072,289,0,0,0,0,0,0,0,0,2017070703
2017070622,2200,4.78,1.10315266221856,15.84,R,2,H,80,V,3.1074722879396,12,2.3306042159547,11,198,44.2814801031394,5.43807650389431,18,0,0,0,0,0,0,0,0,2017070704
2017070623,2300,1.02,0.23306042159547,1.44,R,2,H,80,V,6.21494457587921,18,2.3306042159547,11,11,1.5537361439698,1.5537361439698,11,0,0,0,0,0,0,0,0,2017070705
2017070624,2400,1.02,0.248597783035168,1.28,R,2,H,80,V,4.66120843190941,16,3.88434035992451,13,11,2.3306042159547,1.5537361439698,11,0,0,0,0,0,0,0,0,2017070706
2017070701,0100,1.04,0.23306042159547,1.52,R,2,H,80,V,2.3306042159547,11,5.43807650389431,19,11,2.3306042159547,1.5537361439698,11,0,0,0,0,0,0,0,0,2017070707
2017070702,0200,16.26,3.80665355272602,31.12,R,2,H,80,V,70.694994550626,242,12.4298891517584,97,85,13.9836252957282,93.2241686381881,389,0,0,0,0,0,0,0,0,2017070708
2017070703,0300,22.1,4.24169967303756,22.8,R,2,H,80,V,41.9508758871847,275,65.2569180467317,285,261,66.8106541907015,38.0665355272602,284,0,0,0,0,0,0,0,0,2017070709
2017070704,0400,23.66,3.1696217336984,24.08,R,2,H,80,V,38.0665355272602,294,42.7277439591696,301,294,38.8434035992451,38.8434035992451,294,0,0,0,0,0,0,0,0,2017070710
2017070705,0500,23.58,3.1696217336984,24,R,2,H,80,V,38.0665355272602,293,41.9508758871847,300,293,39.62027167123,38.8434035992451,293,0,0,0,0,0,0,0,0,2017070711
